"","Col1","Col2","Col3"
"1",1,0.234871902993713,32
"2",2,0.222524420344855,32
"3",3,0.253748771096789,31
"4",4,0.315874562215375,30
"5",5,0.484988298476942,29
"6",6,0.841665570244189,24
"7",7,0.776701381300525,26
"8",8,0.21243456874673,21
"9",9,0.880727057772559,29
"10",10,0.347579886991475,27
"11",11,0.298944615229289,14
"12",12,0.395550711668475,28
"13",13,0.866282467817101,31
"14",14,0.257376232446474,21
"15",15,2.06092890729154,27
"16",16,1.59839142269929,24
"17",17,0.224392559745913,18
"18",18,0.401198805728433,27
"19",19,0.270450749248975,27
"20",20,0.205809795599087,22
"21",21,0.618065982112155,30
"22",22,0.562602283144942,27
"23",23,0.210136826241987,22
"24",24,0.193325800626358,24
"25",25,0.784760481664019,24
"26",26,2.18485859476436,24
"27",27,1.29913265045209,27
"28",28,1.27243085816348,25
"29",29,1.12157413345929,21
"30",30,0.705216117087839,18
"31",31,0.855403999275228,24
"32",32,1.89714360798271,20
"33",33,1.52508067603247,33
"34",34,0.960540360420546,36
"35",35,0.273998427182047,17
"36",36,0.613855802563621,27
"37",37,0.73251704706583,24
"38",38,2.11633449874377,30
"39",39,0.138639748701165,20
"40",40,0.220470831080831,31
"41",41,0.940830522802456,31
"42",42,0.175937569569205,26
"43",43,1.41520349528809,18
"44",44,0.516037098414105,31
"45",45,0.223290873476843,28
"46",46,0.608958610454729,26
"47",47,0.16882331596506,21
"48",48,0.0251330793439981,29
"49",49,1.09129672480851,28
"50",50,0.949307559107473,24
"51",51,0.883226493974448,16
"52",52,1.52652778757193,25
"53",53,0.590825100618355,22
"54",54,0.510173402022567,29
"55",55,1.90573688012643,20
"56",56,0.25956173467396,26
"57",57,2.28901106976987,20
"58",58,0.073122482940622,26
"59",59,0.422803565221379,25
"60",60,0.785363018057433,28
"61",61,0.291049262833346,23
"62",62,0.0638640951292831,20
"63",63,1.5680711088695,29
"64",64,0.409313245539863,24
"65",65,1.07876005970097,26
"66",66,1.36830021381588,23
"67",67,0.338538283548967,18
"68",68,0.151695237516856,28
"69",69,2.34664343722184,24
"70",70,0.294117444353554,20
"71",71,0.339206217134518,26
"72",72,0.450335621810039,25
"73",73,0.828042263454948,26
"74",74,0.524223974492536,24
"75",75,0.836286970154245,28
"76",76,0.182170872668732,24
"77",77,0.914349314193202,24
"78",78,0.40149064286299,24
"79",79,0.288407125168219,29
"80",80,0.00869542070687013,26
"81",81,0.222476026450657,24
"82",82,1.77539991233392,29
"83",83,0.339148581541562,27
"84",84,0.629028070091765,25
"85",85,0.933746178328423,33
"86",86,0.575815231771578,14
"87",87,0.420103542794574,18
"88",88,1.32458086463599,37
"89",89,0.506194297895099,31
"90",90,1.07308084636774,28
"91",91,0.0185679415840504,22
"92",92,1.82422541989209,21
"93",93,0.0647085872313089,25
"94",94,0.000483069297456245,18
"95",95,1.69273651478859,18
"96",96,0.610858712802938,29
"97",97,0.239267845284615,27
"98",98,0.589784038931787,24
"99",99,1.2076689837429,30
"100",100,0.997475758915303,21
