"","Col1","Col2","Col3"
"1",1,1.28008403068516,57
"2",2,0.953207284206754,58
"3",3,0.204517053956514,49
"4",4,1.35902589157278,43
"5",5,0.401560622669051,49
"6",6,0.544247763655297,46
"7",7,0.365065186175602,48
"8",8,2.26537848700329,59
"9",9,0.819529407395783,47
"10",10,0.527609251105795,46
"11",11,0.0517020493283968,53
"12",12,0.212472096779702,48
"13",13,0.653242332326296,45
"14",14,0.545583115269442,50
"15",15,0.606592660314036,48
"16",16,0.368527675064412,49
"17",17,0.249889872766845,48
"18",18,0.724002044525592,42
"19",19,0.186770686588656,52
"20",20,1.46761042208174,51
"21",21,0.947360864323838,46
"22",22,0.36454791803851,42
"23",23,1.83757061290225,57
"24",24,1.85716382668413,51
"25",25,2.06796846057742,49
"26",26,0.228567788370046,54
"27",27,0.605717694164763,57
"28",28,0.424008001048978,53
"29",29,0.407363785397022,49
"30",30,1.01172984184993,58
"31",31,1.03380627936564,45
"32",32,1.19550151937181,52
"33",33,0.919779443987534,41
"34",34,1.99209539562622,42
"35",35,0.304888831403218,51
"36",36,0.890571464638871,43
"37",37,0.110915808866483,43
"38",38,0.327196532824347,49
"39",39,0.0855355023218564,51
"40",40,0.27111380388531,54
"41",41,0.156372028113669,59
"42",42,1.09477586646993,45
"43",43,0.584986148425444,47
"44",44,2.1237794896141,50
"45",45,0.465093241041,44
"46",46,0.446153732896181,53
"47",47,0.613619219045397,50
"48",48,0.483123563794551,48
"49",49,0.285556723075954,54
"50",50,1.54824817531621,48
"51",51,0.401955734075117,53
"52",52,0.00830871971410631,44
"53",53,0.204464003613034,54
"54",54,0.549064017014118,58
"55",55,0.415162993957755,49
"56",56,1.37528732734487,52
"57",57,0.784474852225956,49
"58",58,0.910711525023944,50
"59",59,0.214914772807443,43
"60",60,0.463169757818034,62
"61",61,1.7881336225315,52
"62",62,1.23485855042196,57
"63",63,0.186182094188343,52
"64",64,0.0379944720848408,56
"65",65,0.294324884630936,46
"66",66,0.907142793415735,51
"67",67,0.794749540298141,42
"68",68,1.71728157450994,46
"69",69,0.902914732428558,52
"70",70,0.301724328541444,40
"71",71,0.986241069218699,53
"72",72,0.683251368813561,52
"73",73,0.383178382521327,44
"74",74,1.5409408546063,41
"75",75,1.69924276723134,52
"76",76,0.690767966890933,52
"77",77,0.703190022131149,52
"78",78,2.4222797556577,55
"79",79,1.64666209211321,44
"80",80,1.18554824578611,49
"81",81,0.506082391712484,49
"82",82,1.69203643190245,58
"83",83,0.913081974321239,50
"84",84,0.432466057892278,45
"85",85,2.55543346694003,55
"86",86,0.285217841559784,44
"87",87,0.0793168254728335,47
"88",88,0.645831776764796,53
"89",89,0.127266790913566,51
"90",90,0.352881063945383,53
"91",91,1.14542921921355,54
"92",92,0.84054766223053,47
"93",93,1.22797936141892,56
"94",94,0.461226123188736,47
"95",95,0.264072206841705,51
"96",96,0.852834716014416,48
"97",97,0.476662682447343,54
"98",98,0.572354422545275,43
"99",99,1.37882419818515,47
"100",100,0.215004819174535,46
