"","Col1","Col2","Col3"
"1",1,0.590691275616945,79
"2",2,0.353918447032104,80
"3",3,0.0286499051383389,74
"4",4,1.58592439446066,70
"5",5,1.7877430510934,79
"6",6,0.915671813008086,68
"7",7,1.55977009634737,77
"8",8,1.41277774088457,74
"9",9,0.5533689805315,77
"10",10,0.452212795362181,78
"11",11,1.15031188960858,68
"12",12,1.06157959454629,74
"13",13,1.69130522586343,75
"14",14,0.308574817567926,82
"15",15,0.370710885754128,76
"16",16,0.171255980764679,80
"17",17,0.226298497015778,69
"18",18,1.1345434256122,67
"19",19,0.273958965807533,79
"20",20,0.714989308977865,71
"21",21,0.548944948292975,73
"22",22,0.673387468875738,74
"23",23,0.228629642825388,76
"24",24,0.749101314608957,71
"25",25,0.230117343172627,58
"26",26,0.558009643161168,72
"27",27,0.0276695577726264,75
"28",28,0.161917743819964,78
"29",29,1.09520919776132,73
"30",30,0.354324315772877,68
"31",31,1.8679523098901,71
"32",32,0.764001930029186,76
"33",33,0.343568739365038,82
"34",34,1.07093937350763,72
"35",35,0.560213054798226,76
"36",36,1.89865544895916,75
"37",37,0.561086912596498,76
"38",38,0.535349966114353,74
"39",39,0.686293364290203,79
"40",40,0.0909413098169339,82
"41",41,0.702023102644554,81
"42",42,0.151404606360455,70
"43",43,0.376291648512932,68
"44",44,0.950547999426097,81
"45",45,1.26129091950991,76
"46",46,0.596952732959314,72
"47",47,1.35659836669026,71
"48",48,0.12710489659116,76
"49",49,0.823487176174015,81
"50",50,1.29749414711317,78
"51",51,0.0170150894139925,70
"52",52,0.139809542982054,79
"53",53,0.0783030177825615,74
"54",54,0.629797213522386,73
"55",55,0.569016241452966,75
"56",56,0.894904290809818,78
"57",57,0.721317726252252,78
"58",58,0.0967180691834139,75
"59",59,0.452645380352555,77
"60",60,1.33492349771842,83
"61",61,0.359407575281435,75
"62",62,0.0156092801140831,73
"63",63,0.996047596844482,77
"64",64,1.14043089347782,78
"65",65,0.487941219134447,75
"66",66,1.73052548350025,74
"67",67,0.379056805408397,68
"68",68,1.68046012207672,77
"69",69,1.65542683496035,81
"70",70,1.2508489213943,79
"71",71,1.41234866137296,73
"72",72,0.100548468788675,77
"73",73,0.0678229741061161,76
"74",74,0.47328727248713,67
"75",75,1.79256504717309,76
"76",76,1.05209787707216,69
"77",77,0.559787319058196,77
"78",78,0.404955025460409,74
"79",79,1.02231969681265,70
"80",80,0.752561749831027,75
"81",81,0.385463803575017,74
"82",82,0.851001469392227,76
"83",83,0.24819148853565,71
"84",84,0.108422329603682,72
"85",85,1.31069920976057,71
"86",86,0.188621024100773,75
"87",87,0.0934893977445719,77
"88",88,0.22317925276841,81
"89",89,0.0206768589202406,77
"90",90,0.878859794330402,69
"91",91,0.132025388499857,78
"92",92,2.4296163303893,76
"93",93,0.609526746362209,83
"94",94,0.586003065269041,73
"95",95,0.143364717935736,73
"96",96,1.03098330061381,77
"97",97,0.798015319329896,74
"98",98,1.90757371081819,78
"99",99,1.32768214134845,79
"100",100,1.81125092344159,73
