"","Col1","Col2","Col3"
"1",1,0.596851874906967,80
"2",2,0.375916115309249,68
"3",3,0.255199714992931,76
"4",4,0.224810240656826,80
"5",5,0.23968387345365,75
"6",6,0.00704014124277728,71
"7",7,0.130295266976245,77
"8",8,0.270962557687041,86
"9",9,0.99173938312337,73
"10",10,0.0528294410246287,76
"11",11,1.75812013136269,82
"12",12,0.363203944200609,67
"13",13,0.132633142821398,75
"14",14,2.77384742299821,72
"15",15,0.53907372616308,71
"16",16,0.672563480900843,85
"17",17,1.50684186204506,80
"18",18,0.854910780557647,77
"19",19,0.484584189311636,76
"20",20,0.297492723812401,65
"21",21,1.15603066652204,74
"22",22,0.138013577059608,78
"23",23,1.00095816970248,75
"24",24,0.123753449505817,76
"25",25,0.574962726295845,81
"26",26,0.524593931889667,76
"27",27,1.14346119509124,69
"28",28,0.677367640876088,71
"29",29,0.67309823112085,68
"30",30,0.101620333874349,80
"31",31,0.429691744135299,79
"32",32,1.08739051917975,72
"33",33,0.690322590091493,79
"34",34,0.0886093033453771,67
"35",35,0.826112133577412,77
"36",36,0.110073765345636,65
"37",37,0.830358516544631,76
"38",38,0.235092242730224,72
"39",39,0.201338356198621,76
"40",40,1.31429858377333,84
"41",41,0.922849092655725,83
"42",42,0.0112154796854435,71
"43",43,0.222016991033393,75
"44",44,2.00717458475891,77
"45",45,0.194009189356408,70
"46",46,1.13529108634292,72
"47",47,0.677847097683368,75
"48",48,0.382170159237164,81
"49",49,0.688771120139882,76
"50",50,0.061944418062852,66
"51",51,0.50811135687155,65
"52",52,0.419829294914281,72
"53",53,0.356899212120262,79
"54",54,0.410323804914266,71
"55",55,0.286459488271303,66
"56",56,0.132540469245979,73
"57",57,0.369084873930218,63
"58",58,1.08600923261009,80
"59",59,0.144183811073293,67
"60",60,0.415810510334044,81
"61",61,0.000964202482183781,72
"62",62,0.55138812849572,83
"63",63,0.604187398361382,76
"64",64,0.0945489505129453,82
"65",65,0.58938659372239,75
"66",66,0.662546253258721,75
"67",67,1.14088543306715,75
"68",68,1.05198618152454,76
"69",69,0.333547072532653,70
"70",70,0.663127106432973,80
"71",71,1.71205330286914,81
"72",72,1.071373441313,66
"73",73,0.273401037574642,76
"74",74,1.42265776465567,75
"75",75,1.94456665715669,69
"76",76,0.82005709733662,82
"77",77,0.70191753542853,74
"78",78,0.467154694367897,67
"79",79,0.558428740743826,78
"80",80,0.156631516828287,77
"81",81,1.22755839446428,75
"82",82,0.482547576117938,68
"83",83,1.30275142736152,72
"84",84,1.26005135616095,71
"85",85,2.48229954193864,81
"86",86,1.53068605166705,74
"87",87,0.498847253687786,80
"88",88,0.587862999586787,78
"89",89,1.30327422120736,85
"90",90,1.20216752545471,72
"91",91,1.28377657476538,81
"92",92,0.0993203429365847,66
"93",93,0.292374699711541,70
"94",94,1.56513389058252,75
"95",95,0.311393228026575,86
"96",96,0.891842382030975,66
"97",97,0.849007611054452,76
"98",98,0.494098840564214,77
"99",99,0.698306840993878,70
"100",100,1.47869308473387,74
