"","Col1","Col2","Col3"
"1",1,0.148050326058156,45
"2",2,1.66083759154709,40
"3",3,0.966094939999018,56
"4",4,0.487537426239521,53
"5",5,0.221824348212346,47
"6",6,0.452118535306735,46
"7",7,0.130304657849602,55
"8",8,0.632701407930649,47
"9",9,0.612993135549401,53
"10",10,0.780126602222698,46
"11",11,2.69797885284502,49
"12",12,0.60417677721948,42
"13",13,1.78010708032034,55
"14",14,0.338170837418157,53
"15",15,0.297526366385983,41
"16",16,0.547809864215298,50
"17",17,0.00804645504038688,49
"18",18,0.449650850497243,53
"19",19,0.781681709039193,51
"20",20,0.50442431405361,55
"21",21,1.582751977136,52
"22",22,0.668516676304481,43
"23",23,0.259589586685504,54
"24",24,0.0770932542519502,58
"25",25,0.592471903790935,50
"26",26,1.27390851783285,49
"27",27,1.32927189136198,65
"28",28,0.595407455787674,51
"29",29,2.84960387118647,42
"30",30,1.87619047901639,41
"31",31,2.15220993948457,51
"32",32,0.185287378995809,53
"33",33,0.563269950038709,53
"34",34,1.21488095316401,48
"35",35,2.19696164058969,48
"36",36,0.717024213210615,58
"37",37,0.721060287131485,51
"38",38,0.685563037682881,54
"39",39,1.27865930220297,45
"40",40,1.24715849718344,50
"41",41,0.694046849718381,48
"42",42,0.23608160456969,47
"43",43,1.02041429910824,50
"44",44,0.251608381134365,49
"45",45,1.10926362089787,47
"46",46,1.56500831047311,51
"47",47,0.0723813849667761,50
"48",48,0.149866963603879,62
"49",49,0.548037715516215,53
"50",50,0.824384931336088,44
"51",51,0.000748180876234837,54
"52",52,0.814251411938816,51
"53",53,2.91113793691975,49
"54",54,0.912060774471556,48
"55",55,0.571502453900915,48
"56",56,1.4069594254371,53
"57",57,0.397232638223983,50
"58",58,1.12610697706722,53
"59",59,1.3510487760685,43
"60",60,1.16872616165031,52
"61",61,0.436628824023064,45
"62",62,1.74417777101109,53
"63",63,0.754721394759146,54
"64",64,0.87239806018441,44
"65",65,0.227307232264914,47
"66",66,0.394338957294748,54
"67",67,0.377802014403977,45
"68",68,0.217895076057052,47
"69",69,0.979953017982697,53
"70",70,0.0445569091297205,60
"71",71,0.979542962996684,51
"72",72,1.48240882467674,51
"73",73,0.108055889345962,46
"74",74,0.902540117180422,53
"75",75,1.90525865611687,51
"76",76,0.391084108270433,50
"77",77,0.953591137899687,52
"78",78,0.156689081493746,51
"79",79,0.125949505665047,45
"80",80,1.41726829004844,47
"81",81,0.478282952632227,45
"82",82,0.378728387507885,47
"83",83,0.368009369355234,41
"84",84,0.375398737244502,45
"85",85,0.00159236627734601,50
"86",86,1.01248807150173,52
"87",87,0.00890713447702684,54
"88",88,0.277931243501472,47
"89",89,0.73249520173039,46
"90",90,0.204197015930576,58
"91",91,0.170078166127635,43
"92",92,0.73208283907027,50
"93",93,0.341932480752343,51
"94",94,0.931484900197089,58
"95",95,0.0692125861735146,63
"96",96,0.173379026265889,50
"97",97,0.521628297301994,42
"98",98,1.22509385281268,53
"99",99,1.22637725217481,57
"100",100,1.21051044541551,48
