"","Col1","Col2","Col3"
"1",1,0.359542841545427,24
"2",2,0.351164811405632,27
"3",3,0.676679590890194,26
"4",4,1.02703897053579,24
"5",5,0.0119955980464307,25
"6",6,2.05429500962216,30
"7",7,0.990490421524824,22
"8",8,0.0278345437893798,18
"9",9,0.192063263397696,24
"10",10,1.81404922993627,26
"11",11,0.396605011863418,27
"12",12,0.424419891666942,23
"13",13,0.00620967243698,31
"14",14,0.703712516370776,24
"15",15,0.399345177268408,33
"16",16,2.82619152002983,30
"17",17,1.17349715607173,26
"18",18,0.194546159382392,25
"19",19,0.336212493584937,27
"20",20,0.442081497254484,22
"21",21,0.533984544095348,23
"22",22,0.767501817073047,24
"23",23,0.203691450784279,15
"24",24,0.235391549384504,20
"25",25,1.55808251529664,20
"26",26,0.0397028715516844,22
"27",27,2.51167813712042,31
"28",28,1.60127251756579,23
"29",29,1.7202494194384,19
"30",30,1.29072962447828,18
"31",31,0.169686504303989,21
"32",32,1.92534690799476,29
"33",33,0.174393565935935,32
"34",34,1.33101294935208,27
"35",35,1.14402580496401,24
"36",36,1.81123721020167,23
"37",37,1.82701367301665,26
"38",38,1.04711876701322,34
"39",39,3.14384470164966,22
"40",40,1.1149666815568,26
"41",41,1.93839908025753,23
"42",42,1.18127768263069,24
"43",43,0.722399960027907,17
"44",44,0.662481639928372,23
"45",45,1.08441643148571,30
"46",46,0.249901588748201,25
"47",47,0.346106828628157,32
"48",48,1.7662136003998,27
"49",49,0.278388813765535,21
"50",50,0.487847997804027,29
"51",51,0.556338000058377,21
"52",52,2.04158332569152,29
"53",53,0.935646586061486,31
"54",54,0.474030107241438,19
"55",55,0.113721952615529,26
"56",56,0.655500164465641,24
"57",57,1.37742435445178,23
"58",58,1.12239994260861,24
"59",59,0.181520932568376,18
"60",60,0.147208789832205,25
"61",61,0.808656041957011,31
"62",62,2.66957265558705,27
"63",63,0.0389380375610652,23
"64",64,1.47420989897567,28
"65",65,0.77050602019836,32
"66",66,1.77625015772486,22
"67",67,1.05784713893145,19
"68",68,1.42548691697151,28
"69",69,1.24998304457991,28
"70",70,0.648893508862561,25
"71",71,1.15922646516413,29
"72",72,0.432676374992187,20
"73",73,0.260711976677378,20
"74",74,0.449476432220966,33
"75",75,0.0454219495052174,25
"76",76,0.377226934671536,23
"77",77,0.72995987538559,30
"78",78,0.212475009750534,22
"79",79,1.11178238788866,27
"80",80,0.667852130615148,35
"81",81,1.86060701639625,15
"82",82,0.954736988995711,25
"83",83,0.426123671350594,23
"84",84,0.176937767938397,24
"85",85,0.697155133226517,24
"86",86,1.2985049675748,27
"87",87,0.631222383873008,30
"88",88,0.347789329475296,22
"89",89,0.788095516030393,29
"90",90,0.768247298066523,20
"91",91,0.257377008948059,23
"92",92,0.227495565715849,38
"93",93,1.38390011825816,36
"94",94,1.37601346012923,19
"95",95,0.135493044966204,20
"96",96,1.35621705597905,15
"97",97,1.19858384493261,20
"98",98,1.28511147818951,28
"99",99,0.815317817028711,28
"100",100,1.63774641476644,16
