"","Col1","Col2","Col3"
"1",1,0.0447282927158387,47
"2",2,0.672144823757068,49
"3",3,0.990778081947122,42
"4",4,0.261063297775794,51
"5",5,1.54217786703557,54
"6",6,0.0984165421211253,52
"7",7,1.59197704167474,45
"8",8,0.11938633538623,48
"9",9,0.071483855136103,52
"10",10,1.46655557726757,58
"11",11,0.232513911330972,54
"12",12,1.02165351071801,50
"13",13,0.749481972607527,50
"14",14,2.47711967451362,39
"15",15,1.59870483421659,45
"16",16,1.07842756832181,53
"17",17,1.19504709676726,44
"18",18,0.643827562647874,47
"19",19,2.30979147790611,50
"20",20,1.27348309779389,49
"21",21,0.140668734917164,46
"22",22,0.744913742462015,40
"23",23,0.709948025994555,49
"24",24,1.04079572728801,47
"25",25,1.12432733319356,50
"26",26,0.143974087326453,48
"27",27,0.277530213521719,52
"28",28,0.3216971841196,53
"29",29,1.50177259584342,51
"30",30,1.52968488533122,52
"31",31,0.388238454518556,45
"32",32,0.942603851244385,44
"33",33,0.368644997552205,50
"34",34,0.95398522679205,49
"35",35,0.297041237012872,55
"36",36,0.651654971433832,57
"37",37,0.863721458956486,52
"38",38,0.164089519797426,49
"39",39,0.673055352985198,47
"40",40,2.81015119865412,46
"41",41,0.607765303130342,54
"42",42,1.04919676254803,51
"43",43,0.839397802973272,42
"44",44,1.31814420647334,53
"45",45,0.914587749653987,49
"46",46,1.35470208933064,54
"47",47,0.584341934704675,42
"48",48,0.495891787021515,52
"49",49,1.08948945544855,49
"50",50,0.90827998111807,56
"51",51,2.24164176650532,55
"52",52,1.02269702322462,56
"53",53,0.85796895189341,50
"54",54,0.968296284250945,60
"55",55,0.215090450920896,52
"56",56,0.410234399597259,54
"57",57,0.041311510670851,51
"58",58,0.233404300663468,49
"59",59,1.08719415724312,52
"60",60,0.304097308559214,51
"61",61,0.686887776163717,56
"62",62,0.237828648242947,55
"63",63,1.40524857432176,50
"64",64,0.687899448878145,45
"65",65,1.94341935485541,43
"66",66,1.13640211788549,55
"67",67,0.143720234626174,50
"68",68,0.0222048219777194,54
"69",69,0.0183735914370853,57
"70",70,0.311830998535952,48
"71",71,0.900079733558963,51
"72",72,0.11574802723943,49
"73",73,0.394493365538515,61
"74",74,0.882855062965339,52
"75",75,0.199772091505433,52
"76",76,1.62189830710465,52
"77",77,0.137289125901995,43
"78",78,0.242917325023988,60
"79",79,0.00390279523255787,49
"80",80,0.158025291057761,46
"81",81,0.172677827465923,52
"82",82,0.849643586370098,48
"83",83,0.0398084712314608,52
"84",84,0.71875102061085,49
"85",85,0.660489212601573,49
"86",86,0.607228580950273,47
"87",87,1.12785207874837,46
"88",88,1.12644755341934,53
"89",89,1.12063463868273,54
"90",90,0.806299390285538,58
"91",91,0.129962022103899,56
"92",92,0.579886190788647,48
"93",93,0.523448570466957,54
"94",94,1.26476383859741,50
"95",95,0.399773359478646,56
"96",96,0.165531987305128,51
"97",97,0.820864506473847,45
"98",98,1.61122617588427,54
"99",99,0.564638646095145,52
"100",100,1.70880324107121,46
